"favorite_count","retweet_count","hashtags_cant","media_url_cant","mentions_cant","reply_to_status","followers_count","friends_count","statuses_count","favourites_count","account_lang","source","popular"
0,1,0,0,0,0,851,245,12926,20171,"es","Twitter Web Client","no"
0,0,0,0,1,1,17,145,167,1293,"es","Twitter for Android","no"
0,0,0,0,0,0,278,250,7402,6232,"es","Twitter for Android","no"
0,0,0,0,0,0,398,199,6965,3273,"es","Twitter for Android","no"
0,0,0,0,0,0,534,305,8850,2388,"es","Twitter for Android","no"
12,0,0,0,0,0,2838,4997,18043,33456,"es","Twitter for Android","no"
1,0,0,0,0,0,373,208,1127,1259,"es","Twitter for Android","no"
0,0,0,1,0,0,182,259,4735,2806,"es","Twitter for Android","no"
0,0,0,0,1,1,743,444,57069,13034,"es","Twitter for iPhone","no"
0,0,0,0,0,0,967,732,28796,10894,"es","Twitter for Android","no"
2,1,0,0,0,0,389,179,9217,3933,"es","Twitter for iPhone","no"
0,0,0,0,0,0,574,66,10366,1950,"es","Twitter for Android","no"
0,0,0,0,0,0,1211,416,37920,2465,"es","Twitter for iPhone","no"
1,0,0,0,0,0,1194,453,34298,28076,"pt","Twitter for Android","no"
0,0,0,0,0,0,1348,98,26543,2999,"es","Twitter for Android","no"
0,0,0,0,0,0,224,256,8234,2288,"es","Twitter for Android","no"
0,0,0,0,0,0,855,350,54748,9891,"es","Twitter Lite","no"
0,0,0,0,0,0,516,290,29051,6472,"es","Twitter for Android","no"
0,0,0,0,1,1,1179,650,28034,3748,"es","Twitter for Android","no"
0,0,0,0,0,0,147,129,17849,38,"es","Twitter Web Client","no"
0,0,0,0,0,0,63271,730,4297,27629,"es","Twitter for Android","no"
0,0,0,0,0,0,193,183,2083,110,"es","Twitter Lite","no"
0,0,0,0,0,0,1046,1110,11900,4419,"es","Twitter for Android","no"
0,0,0,0,0,0,991,713,61555,3624,"es","Twitter for Android","no"
0,0,0,0,0,0,591,303,20856,37596,"es","Twitter for Android","no"
0,0,0,0,0,0,133,199,8272,5228,"es","Twitter for Android","no"
0,0,0,0,0,0,163,331,269,4725,"es","Twitter for Android","no"
1,0,0,0,1,1,433,241,19458,68658,"es","Twitter for Android","no"
0,0,0,0,0,0,174,668,4405,312,"es","Twitter for Android","no"
0,2,0,0,1,0,15739,2998,358554,3322,"es","Gremlin Social","no"
0,0,0,0,0,0,370,142,22365,5263,"en","Twitter for Android","no"
0,0,3,0,1,1,710,833,19482,11020,"es","Twitter for Android","no"
1,0,0,0,3,1,53289,1201,27383,36039,"es","Twitter for Android","no"
0,0,0,0,0,0,828,233,3833,433,"es","Twitter for Android","no"
0,0,0,0,0,0,175,46,3352,6490,"es","Twitter for Android","no"
0,0,0,0,0,0,530,334,24429,1607,"es","Twitter Lite","no"
0,0,0,0,0,0,988,983,33474,12040,"es","Twitter for Android","no"
0,0,0,0,0,0,1118,1221,48681,16592,"es","Twitter for Android","no"
0,0,0,0,0,0,74,1151,3934,322,"es","Twitter Web Client","no"
0,0,0,0,0,0,56036,0,1016041,4594,"es","Twitter Web Client","no"
0,0,0,0,0,0,56036,0,1016041,4594,"es","Twitter Web Client","no"
0,0,1,0,0,0,56036,0,1016041,4594,"es","Twitter Web Client","no"
0,0,1,0,0,0,56036,0,1016041,4594,"es","Twitter Web Client","no"
0,0,1,0,0,0,82822,56095,1039824,4512,"es","Twitter Web Client","no"
0,0,0,0,0,0,66237,44818,1028623,4612,"es","Twitter Web Client","no"
1,0,0,0,0,0,16988,17290,51896,47850,"es","Twitter for Android","no"
0,0,0,0,0,0,47,225,3458,381,"es","Twitter for Android","no"
0,0,0,0,0,0,283,588,21552,1605,"es","Twitter for iPhone","no"
0,0,0,0,0,0,151,555,1697,438,"es","Twitter for Android","no"
0,0,0,0,0,0,355,224,7088,1580,"es","Twitter for Android","no"
0,0,0,0,0,0,62505,42771,1061131,4672,"es","Twitter Web Client","no"
2,0,2,1,0,0,6472,34,9584,147,"es","Twitter Web Client","no"
1,0,0,0,0,0,522,384,22873,8302,"es","Twitter for Android","no"
13,1,0,0,0,0,41954,936,16419,20338,"es","Twitter for Android","no"
0,0,1,0,0,0,49219,34938,972438,3620,"es","Twitter Web Client","no"
0,0,1,0,0,0,49219,34938,972438,3620,"es","Twitter Web Client","no"
0,0,0,0,0,0,49219,34938,972438,3620,"es","Twitter Web Client","no"
0,0,0,0,0,0,49219,34938,972438,3620,"es","Twitter Web Client","no"
1,0,0,0,0,0,1166,894,39646,12819,"es","Twitter for iPhone","no"
1,0,0,0,0,0,736,813,3870,2579,"es","Twitter for iPhone","no"
0,0,0,0,0,0,615,1217,13730,19803,"es","Twitter for iPhone","no"
1,0,1,0,0,0,28,69,87,2,"es","Twitter for iPhone","no"
7,5,0,1,1,0,157887,109,7315,1497,"es","TweetDeck","no"
1,1,1,0,0,0,14778,142,64725,375,"es","Twitter Web Client","no"
0,0,0,0,0,0,1540,1854,45076,6326,"es","Twitter for Android","no"
0,0,0,0,0,0,1540,1854,45076,6326,"es","Twitter for Android","no"
0,0,0,0,0,0,1540,1854,45076,6326,"es","Twitter for Android","no"
0,0,0,0,0,0,1540,1854,45076,6326,"es","Twitter for Android","no"
0,0,0,0,0,0,1540,1854,45076,6326,"es","Twitter for Android","no"
0,0,0,0,0,0,1540,1854,45076,6326,"es","Twitter for Android","no"
0,0,0,0,0,0,1540,1854,45076,6326,"es","Twitter for Android","no"
0,0,0,0,0,0,1540,1854,45076,6326,"es","Twitter for Android","no"
0,0,0,0,0,0,1540,1854,45076,6326,"es","Twitter for Android","no"
0,0,0,0,0,0,51802,37929,808893,30,"es","Twitter Web Client","no"
0,0,1,0,0,0,41045,0,815098,234,"es","Twitter Web Client","no"
0,0,0,0,0,0,50484,36697,818173,131,"es","Twitter Web Client","no"
0,0,0,0,0,0,318,266,3240,2150,"es","Twitter for Android","no"
0,0,1,0,0,0,52815,0,807412,40,"es","Twitter Web Client","no"
0,0,0,0,0,0,2215,1337,70462,25027,"es","Twitter for Android","no"
0,0,0,0,0,0,1468,873,61125,17477,"es","Twitter for Android","no"
0,0,0,0,0,0,48558,30749,791122,53,"es","Twitter Web Client","no"
0,0,0,0,0,0,119666,57480,1249418,2742,"es","Twitter Web Client","si"
1,0,0,0,0,0,466,88,3137,1196,"es","Twitter for Android","no"
0,0,0,0,0,0,78265,40324,820587,42,"es","Twitter Web Client","no"
4,2,0,0,1,1,368,147,42521,25743,"es","Twitter for Android","no"
0,0,0,0,0,0,410,326,6040,7606,"es","Twitter for iPhone","no"
0,0,0,0,1,1,763,633,72135,16928,"es","Twitter for Android","no"
0,0,0,0,0,0,65,180,2571,543,"en","Twitter for iPhone","no"
0,0,1,0,0,0,49099,36908,976332,3614,"es","Twitter Web Client","no"
0,0,1,0,0,0,49099,36908,976332,3614,"es","Twitter Web Client","no"
0,0,1,0,0,0,49099,36908,976332,3614,"es","Twitter Web Client","no"
0,0,1,0,0,0,49099,36908,976332,3614,"es","Twitter Web Client","no"
0,0,2,0,0,0,1384,592,4734,697,"es","TweetDeck","no"
0,0,2,0,0,0,1384,592,4734,697,"es","TweetDeck","no"
0,0,2,0,0,0,1384,592,4734,697,"es","TweetDeck","no"
0,0,0,1,0,0,1384,592,4734,697,"es","TweetDeck","no"
0,0,0,1,0,0,1384,592,4734,697,"es","TweetDeck","no"
0,0,0,1,0,0,1384,592,4734,697,"es","TweetDeck","no"
1,1,2,0,0,0,1384,592,4734,697,"es","TweetDeck","no"
1,1,2,0,0,0,1384,592,4734,697,"es","TweetDeck","no"
1,1,2,0,0,0,1384,592,4734,697,"es","TweetDeck","no"
11,6,2,0,0,0,18942,75,5207,7662,"es","Twitter Web Client","no"
0,0,0,0,0,0,96,570,20086,1946,"es","Facebook","no"
1,0,2,1,0,0,171,331,3492,615,"es","Twitter for iPhone","no"
0,0,0,0,0,0,220,167,6771,10915,"es","Twitter for Android","no"
0,0,0,1,0,0,305,409,1047,134,"es","Twitter for Android","no"
0,0,0,0,0,0,40,0,17585,17,"en","Twitter Web Client","no"
0,0,0,0,1,1,431,1435,5252,1101,"es","Twitter for iPhone","no"
0,0,0,0,0,0,1480,645,125927,6830,"es","Twitter for Android","no"
0,1,1,0,0,0,169971,69839,1276656,8345,"es","Twitter Web Client","si"
0,1,1,0,0,0,169971,69839,1276656,8345,"es","Twitter Web Client","si"
0,0,0,0,0,0,169971,69839,1276656,8345,"es","Twitter Web Client","si"
0,0,0,0,0,0,169971,69839,1276656,8345,"es","Twitter Web Client","si"
6,2,0,0,1,0,10685,1127,30976,42993,"es","Twitter Web Client","no"
1,0,1,0,0,0,91663,44822,954051,3542,"es","Twitter Web Client","no"
0,0,0,0,0,0,305,365,48730,274,"es","Twitter for Android","no"
0,0,0,0,0,0,3665,1446,124742,27047,"es","Twitter for iPhone","no"
0,0,0,0,0,0,324,385,4209,11645,"es","Twitter for Android","no"
0,0,0,0,0,0,1103,911,65154,10173,"es","Twitter for Android","no"
0,1,0,0,0,0,1365,559,40556,20892,"es","Twitter for Android","no"
0,0,0,0,0,0,289,440,2860,526,"es","Twitter for Android","no"
0,0,0,0,0,0,362,453,4730,1817,"es","Twitter for Android","no"
1,1,0,0,0,0,1389,884,107724,23725,"es","Twitter for Android","no"
0,0,0,0,0,0,2126,710,94069,15561,"es","Twitter for iPhone","no"
0,0,0,0,0,0,304,179,18368,851,"es","Twitter for Android","no"
1,0,0,0,0,0,1031,62,12235,34508,"es","Twitter for iPhone","no"
0,0,0,0,1,1,176,234,2008,1145,"es","Twitter for Android","no"
0,0,0,0,0,0,721,488,14775,7901,"es","Twitter for Android","no"
0,0,0,0,0,0,450,223,18288,3297,"es","Twitter for iPhone","no"
0,0,0,0,0,0,260,373,8481,2456,"es","Twitter for Android","no"
0,0,0,0,1,0,13408,10574,11195,968,"es","Twitter Web Client","no"
0,0,0,0,0,0,31,385,32780,26448,"es","Twitter for Android","no"
0,0,0,0,0,0,428,333,10115,827,"es","Twitter for iPhone","no"
0,0,0,0,0,0,21330,80,21077,495,"es","Facebook","no"
0,0,0,0,0,0,595,224,1814,1488,"es","Twitter Lite","no"
0,0,0,0,0,0,160,230,2631,126,"es","Twitter for iPhone","no"
0,0,0,0,0,0,855,537,101838,9903,"es","Twitter for iPhone","no"
0,0,0,0,0,1,175,141,2655,734,"es","Twitter for Android","no"
0,0,0,0,0,0,1487,856,68424,30238,"es","Twitter for Android","no"
0,0,0,0,1,1,170,160,6178,4280,"es","Twitter for Android","no"
0,0,0,0,0,0,52,38,5840,0,"es","Facebook","no"
1,0,0,0,1,0,1563,660,44431,6521,"es","Twitter for Android","no"
1,1,0,0,0,0,42652,27327,46101,681,"es","proZesa nextscripts","no"
1,0,0,0,0,0,789,282,19011,44256,"es","Twitter for Android","no"
0,0,0,0,0,0,394,936,7130,10828,"it","Twitter for Android","no"
0,0,0,0,0,0,560,147,4204,184,"es","Twitter for Android","no"
1,0,0,0,0,0,1090,831,86357,16238,"es","Twitter for Android","no"
1,0,0,0,1,1,1535,1426,39922,9072,"es","Twitter for Android","no"
0,0,0,0,0,0,69,88,291,1661,"es","Twitter for Android","no"
0,0,0,0,0,0,1862,975,20223,4567,"es","Twitter for iPhone","no"
0,0,0,0,0,0,491,535,32986,10059,"es","Twitter for Android","no"
0,0,0,0,0,0,46,50,157,282,"es","Twitter for iPhone","no"
0,0,1,1,0,0,111881,104402,2071272,0,"es","Tweet Old Post","si"
0,0,0,0,0,0,1895,1770,32263,4121,"es","Twitter for Android","no"
0,0,0,1,0,0,291,690,1191,2048,"es","Twitter for Android","no"
0,0,1,0,0,0,192,528,4590,1267,"en","Twitter for iPhone","no"
0,1,0,0,0,0,487,382,37201,34918,"es","Twitter for Android","no"
0,0,0,0,0,0,57,185,290,32,"es","Twitter for Android","no"
0,0,0,0,0,0,282,317,4656,2784,"es","Twitter Lite","no"
0,0,0,0,0,0,173,421,18211,26367,"es","Twitter for Android","no"
0,0,1,0,0,0,38590,32221,810795,33,"es","Twitter Web Client","no"
0,0,1,0,0,0,38590,32221,810795,33,"es","Twitter Web Client","no"
0,0,0,0,0,0,38590,32221,810795,33,"es","Twitter Web Client","no"
0,0,0,0,0,0,38590,32221,810795,33,"es","Twitter Web Client","no"
0,0,1,0,0,0,41943,29613,817954,45,"es","Twitter Web Client","no"
0,0,1,0,0,0,41943,29613,817954,45,"es","Twitter Web Client","no"
0,1,1,0,0,0,41943,29613,817954,45,"es","Twitter Web Client","no"
0,1,1,0,0,0,41943,29613,817954,45,"es","Twitter Web Client","no"
0,0,1,0,0,0,56745,37927,819757,43,"es","Twitter Web Client","no"
0,0,1,0,0,0,56745,37927,819757,43,"es","Twitter Web Client","no"
0,0,1,0,0,0,56745,37927,819757,43,"es","Twitter Web Client","no"
0,0,0,0,0,0,56745,37927,819757,43,"es","Twitter Web Client","no"
0,0,0,0,0,0,56745,37927,819757,43,"es","Twitter Web Client","no"
0,0,0,0,0,0,56745,37927,819757,43,"es","Twitter Web Client","no"
0,0,1,0,0,0,56745,37927,819757,43,"es","Twitter Web Client","no"
0,0,1,0,0,0,56745,37927,819757,43,"es","Twitter Web Client","no"
0,0,1,0,0,0,56745,37927,819757,43,"es","Twitter Web Client","no"
0,0,0,0,0,0,48851,35482,824425,24,"es","Twitter Web Client","no"
0,0,0,0,0,0,48851,35482,824425,24,"es","Twitter Web Client","no"
0,0,1,0,0,0,48851,35482,824425,24,"es","Twitter Web Client","no"
0,0,1,0,0,0,48851,35482,824425,24,"es","Twitter Web Client","no"
0,0,0,0,0,0,340,661,6331,7332,"pt","Twitter for Android","no"
0,0,1,0,0,0,54159,41642,823374,1864,"es","Twitter Web Client","no"
0,0,1,0,0,0,54159,41642,823374,1864,"es","Twitter Web Client","no"
0,0,0,0,0,0,54159,41642,823374,1864,"es","Twitter Web Client","no"
0,0,0,0,0,0,54159,41642,823374,1864,"es","Twitter Web Client","no"
1,1,3,1,0,0,1890,371,4447,1159,"es","Twitter Web Client","no"
0,0,0,0,0,0,203,396,70451,0,"en","Hootsuite","no"
0,0,0,0,0,0,244,295,80063,0,"en","Hootsuite","no"
7,0,0,0,0,0,29,96,113,102,"en","Twitter for iPhone","no"
0,0,0,0,0,0,43652,37240,838349,2776,"es","Twitter Web Client","no"
0,0,0,0,0,0,43652,37240,838349,2776,"es","Twitter Web Client","no"
0,0,1,0,0,0,43652,37240,838349,2776,"es","Twitter Web Client","no"
0,0,1,0,0,0,43652,37240,838349,2776,"es","Twitter Web Client","no"
1,0,0,0,0,0,600,452,3671,6139,"es","Twitter for iPhone","no"
0,0,0,0,0,0,862,178,13991,6004,"en","Foursquare","no"
0,0,0,0,0,0,80,116,2200,1168,"es","Twitter for Android","no"
1,3,2,0,0,0,6013,497,12066,20741,"es","Twitter Web Client","no"
0,0,0,0,0,0,160,138,7148,1091,"es","Twitter for iPhone","no"
0,0,0,0,0,0,334,496,2744,920,"es","Twitter for Android","no"
0,0,0,0,0,0,369,263,17291,9045,"es","Twitter for Android","no"
0,0,0,0,0,0,63,228,558,71,"es","Twitter for Android","no"
0,0,0,0,0,0,136,113,1437,923,"en","Twitter for iPhone","no"
5,0,0,0,0,0,8314,2603,102917,206023,"es","TweetDeck","no"
1,0,0,0,0,0,228,261,3701,2039,"es","Twitter Lite","no"
4,2,0,1,1,0,250,117,871,288,"es","Hootsuite Inc.","no"
2,0,0,0,0,0,1418,538,32963,11686,"es","Twitter for Android","no"
0,0,0,0,0,0,122,168,6024,2467,"es","Twitter for Android","no"
0,0,0,0,0,0,1003,1606,12956,1061,"es","Mobile Web (M2)","no"
1,0,0,0,0,0,152,93,1502,1616,"en","Twitter for Android","no"
0,0,0,0,0,0,144,105,7354,1438,"es","Twitter for Android","no"
1,0,0,0,2,1,94,318,2841,2569,"es","Twitter for Android","no"
3,0,0,0,0,1,358,293,12546,4200,"es","TweetDeck","no"
3,0,0,0,0,1,358,293,12546,4200,"es","TweetDeck","no"
11,5,0,0,0,0,358,293,12546,4200,"es","TweetDeck","no"
11,5,0,0,0,0,358,293,12546,4200,"es","TweetDeck","no"
0,0,0,0,0,0,1001,533,94332,8,"es","ecotwitear","no"
0,0,0,0,0,0,444,214,235536,626,"es","IFTTT","no"
0,0,0,0,0,0,151,94,892,720,"es","Twitter Lite","no"
0,1,0,0,0,0,94,143,1047,534,"es","Twitter for Android","no"
0,0,0,0,0,0,154,435,104504,4,"es","Tweet Old Post","no"
0,0,0,0,0,0,2055,1091,12834,3582,"es","Twitter Web Client","no"
0,0,0,0,0,0,136,119,1344,475,"es","Twitter for Android","no"
3,0,0,0,2,1,23,83,11,23,"es","Twitter for Android","no"
0,0,0,0,0,0,1410,556,78508,2395,"es","Twitter for Android","no"
2,0,0,0,1,0,479,649,5995,3460,"es","Twitter for Android","no"
0,0,0,0,0,0,11,69,2201,73,"es","Twitter for Android","no"
0,0,0,0,0,0,633,541,2343,3237,"es","Twitter for Android","no"
0,0,0,0,0,0,784,210,11839,609,"es","Twitter Lite","no"
0,0,2,1,0,0,88,735,4089,190,"es","Twitter Web Client","no"
0,0,0,1,0,0,456,25,151,0,"en","dlvr.it","no"
1,0,0,0,0,0,1458,1179,12470,8166,"es","Twitter for Android","no"
0,0,1,0,0,0,131773,63330,1283861,3634,"es","Twitter Web Client","si"
3,1,0,0,0,0,1949,351,9689,13068,"es","Twitter for Android","no"
0,0,0,0,0,0,125,297,752,2199,"es","Twitter for iPhone","no"
0,0,0,0,0,0,1077,228,15950,12340,"es","Twitter for Android","no"
0,0,0,0,1,1,2834,180,20444,34209,"es","Twitter for Android","no"
1,0,0,0,1,1,57,158,6569,753,"es","Twitter Web Client","no"
0,0,0,0,0,0,148,216,1800,1139,"es","Twitter for Android","no"
0,0,0,0,0,0,1093,327,37150,2822,"es","Twitter for iPhone","no"
0,0,0,0,0,0,1093,327,37150,2822,"es","Twitter for iPhone","no"
0,0,0,0,0,0,1093,327,37150,2822,"es","Twitter for iPhone","no"
0,0,0,0,0,0,1093,327,37150,2822,"es","Twitter for iPhone","no"
0,0,0,0,0,0,225,158,3160,1999,"es","Twitter for Android","no"
0,0,0,0,0,0,225,158,3160,1999,"es","Twitter for Android","no"
0,0,0,0,0,0,225,158,3160,1999,"es","Twitter for Android","no"
0,0,0,0,0,0,225,158,3160,1999,"es","Twitter for Android","no"
0,0,0,0,0,0,235,245,5782,2933,"es","Twitter Web Client","no"
3,2,2,1,1,0,5309,1645,15328,4374,"es","Hootsuite Inc.","no"
1,0,0,0,0,0,3389,3313,4630,2737,"es","Twitter for Android","no"
0,0,0,0,0,0,123,89,651,3276,"es","Twitter for Android","no"
0,0,0,0,0,0,661,599,3660,1981,"es","Twitter for iPhone","no"
0,0,0,0,0,0,165,539,3599,2668,"es","Twitter for iPhone","no"
0,0,0,0,0,0,129,159,601,4171,"es","Twitter for Android","no"
0,1,0,0,0,0,370,312,2339,782,"es","Twitter for Android","no"
0,0,0,0,0,0,283,212,1794,1075,"en","Twitter for iPhone","no"
0,0,0,0,0,0,787,667,7294,3839,"es","Twitter for Android","no"
0,0,0,0,0,0,1506,1677,86511,20081,"es","Twitter for Android","no"
0,0,0,0,0,0,86,197,843,1495,"es","Twitter for Android","no"
0,0,0,0,0,0,438,162,12987,5051,"es","Twitter for Android","no"
0,0,0,0,0,0,438,162,12987,5051,"es","Twitter for Android","no"
0,0,0,0,0,0,438,162,12987,5051,"es","Twitter for Android","no"
0,0,0,0,0,0,438,162,12987,5051,"es","Twitter for Android","no"
0,0,0,0,0,0,80,120,268,136,"es","Twitter for Android","no"
1,0,0,0,0,0,192,305,5206,2514,"es","Twitter for Android","no"
1,0,0,0,0,0,192,305,5206,2514,"es","Twitter for Android","no"
0,0,0,0,0,0,192,305,5206,2514,"es","Twitter for Android","no"
0,0,0,0,0,0,192,305,5206,2514,"es","Twitter for Android","no"
1,1,0,0,0,0,0,0,23,1,"es","Twitter for Android","no"
0,0,0,0,0,0,154,348,12389,2662,"es","Twitter for Android","no"
1,0,0,0,0,0,433,345,29823,5135,"es","Twitter for Android","no"
0,0,0,0,0,0,231,654,15626,8360,"es","Twitter for Android","no"
0,0,0,0,0,0,251,272,3216,2178,"es","Twitter for Android","no"
0,0,0,0,0,0,849,1140,7140,58092,"es","Twitter for Android","no"
2,0,0,0,0,0,535,485,38449,15964,"es","Twitter for iPhone","no"
0,0,0,0,0,0,90,163,536,469,"es","Twitter Web Client","no"
0,0,0,0,0,0,640,518,29856,4946,"es","Twitter Web Client","no"
0,0,0,0,0,0,2764,2270,52519,20597,"es","Twitter for iPhone","no"
0,0,0,0,0,0,565,144,38625,20756,"es","Twitter for Android","no"
0,0,0,0,0,0,773,239,21141,4562,"es","Twitter for Android","no"
0,0,0,0,0,0,113,108,24003,489,"es","Twitter for Android","no"
0,0,0,0,0,0,31,182,821,1820,"es","Twitter for iPhone","no"
1,0,5,0,12,0,95,334,2959,3089,"es","Twitter Web Client","no"
0,0,2,1,0,0,4445,109,22148,258,"es","dlvr.it","no"
0,0,0,0,1,1,381,459,1798,1376,"es","Twitter for Android","no"
0,0,0,0,0,0,746,749,25001,4528,"es","Twitter for Android","no"
0,0,0,0,0,0,25,54,4722,262,"es","Twitter Lite","no"
1,0,0,0,0,0,139,90,4548,2493,"es","Twitter for Android","no"
0,0,0,0,0,0,102,143,1033,586,"es","Twitter for Android","no"
0,0,0,0,0,0,256,257,125,94,"es","Twitter for Android","no"
2,0,0,0,0,0,11,137,18,48,"es","Twitter for Android","no"
0,0,0,0,0,0,156,84,3490,443,"es","Twitter for Android","no"
0,0,0,0,0,0,2527,1620,19193,8461,"es","Twitter for iPhone","no"
1,0,0,0,0,0,77,78,497,2097,"es","Twitter for Android","no"
0,0,0,0,0,0,1442,799,64937,49295,"es","Curious Cat","no"
0,0,0,0,0,0,888,2023,13757,1063,"es","Twitter for Android","no"
0,0,0,0,0,0,221,492,9263,283,"es","Twitter for iPhone","no"
0,0,0,0,0,0,928,1031,20313,4155,"es","Twitter for Android","no"
1,0,0,0,0,0,209,203,3841,2578,"es","Twitter for Android","no"
2,0,0,0,0,0,176,98,4560,10624,"es","Twitter for Android","no"
0,0,0,0,0,0,47,122,112,296,"pt","Twitter for Android","no"
0,0,0,0,0,0,116,353,4828,7663,"es","Twitter for Android","no"
4,1,0,0,18,1,2847,4055,7366,136540,"es","Twitter for Android","no"
4,1,0,0,18,1,2847,4055,7366,136540,"es","Twitter for Android","no"
4,1,0,0,18,1,2847,4055,7366,136540,"es","Twitter for Android","no"
2,1,0,0,20,1,2847,4055,7366,136540,"es","Twitter for Android","no"
2,1,0,0,20,1,2847,4055,7366,136540,"es","Twitter for Android","no"
2,1,0,0,20,1,2847,4055,7366,136540,"es","Twitter for Android","no"
2,0,0,0,2,1,2847,4055,7366,136540,"es","Twitter for Android","no"
2,0,0,0,2,1,2847,4055,7366,136540,"es","Twitter for Android","no"
2,0,0,0,2,1,2847,4055,7366,136540,"es","Twitter for Android","no"
1,1,0,1,0,0,106,439,3461,2977,"es","Twitter for Android","no"
1,1,0,1,0,0,106,439,3461,2977,"es","Twitter for Android","no"
0,0,0,0,0,1,106,439,3461,2977,"es","Twitter for Android","no"
0,0,0,0,0,1,106,439,3461,2977,"es","Twitter for Android","no"
0,0,0,0,0,0,42,109,678,153,"es","Twitter for Android","no"
0,0,0,0,0,0,267,443,2880,4648,"es","Twitter for Android","no"
1,0,0,0,1,1,55,250,1369,4975,"es","Twitter Lite","no"
1,0,0,0,1,1,221,257,2705,867,"es","Twitter for Android","no"
3,0,0,0,0,0,2699,3533,6561,6728,"es","Twitter for Android","no"
0,0,0,0,0,0,385,286,3365,4749,"en","Twitter for iPhone","no"
1,0,0,0,0,0,252,495,1430,897,"es","Twitter for Android","no"
0,0,0,0,0,0,566,149,6663,4084,"es","Twitter for Android","no"
2,0,0,0,1,1,36,79,2921,4224,"es","Twitter Lite","no"
0,0,0,0,0,0,160,155,3686,4047,"es","Twitter for Android","no"
1,0,0,0,1,1,43,301,621,2637,"es","Twitter for Android","no"
0,0,0,0,0,0,20,23,244,76,"es","Twitter Web Client","no"
0,0,0,0,0,0,146,220,1318,1726,"es","Twitter for Android","no"
0,0,0,0,1,1,135,477,171,159,"es","Twitter Lite","no"
0,0,0,0,0,0,163,170,2558,353,"es","Twitter Web Client","no"
0,0,0,0,0,0,9,203,145,42,"es","Twitter Lite","no"
0,0,0,0,0,0,55,349,231,525,"es","Twitter for iPhone","no"
1,0,0,0,0,0,142,461,261,219,"es","Twitter for Android","no"
0,0,0,0,0,0,13,37,109,5,"es","Twitter Web Client","no"
1,0,0,0,1,1,178,235,776,354,"es","Twitter for Android","no"
1,0,0,0,0,0,242,229,68,236,"es","Twitter for iPhone","no"
0,0,1,0,0,0,65,184,28,2,"en","Twitter for Android","no"
0,0,0,0,0,0,606,609,12960,2095,"es","Twitter for Android","no"
0,0,0,0,0,0,232,248,482,2304,"en","Twitter Lite","no"
0,0,2,0,0,0,3180,2533,110500,5,"en","BeoneMag","no"
0,0,0,0,0,0,26,146,92,6,"es","Twitter for Android","no"
0,0,0,1,2,0,10,34,9,2,"en","Twitter Web Client","no"
0,0,0,0,1,1,2,114,14,14,"es","Twitter for Android","no"
0,0,0,0,0,0,52,553,1106,67,"es","Twitter for Android","no"
0,0,0,0,0,0,65,319,202,153,"es","Twitter for Android","no"
0,0,0,0,0,0,65,319,202,153,"es","Twitter for Android","no"
0,0,0,0,0,0,65,319,202,153,"es","Twitter for Android","no"
0,0,0,0,0,0,65,319,202,153,"es","Twitter for Android","no"
0,0,0,0,0,0,6,77,328,75,"en","Twitter for iPad","no"
0,0,0,0,0,0,14,85,16,26,"es","Twitter for Android","no"
